authors,author_id,title,year,source_title,volume,issue,cited_by,author_keywords,index_keywords,document_type,article_no
Armstrong A.G| Mattson C.A| Lewis R.S.,57212343330|7004300863|35262249500|,Factors leading to sustainable social impact on the affected communities of engineering service learning projects,2019,Proceedings of the ASME Design Engineering Technical Conference,3,,281,Best Practices| Impact Assessment| Service Learning,Product design| Project management| Teaching| Best practices| Developing nations| Engineering program| Engineering service| Impact assessments| Project outcomes| Service learning| Service learning project| Engineering education,Conference Paper,317
Avila A| Greenwood J| Magleby S.P| Howell L.L.,57208598187|57210289242|6701720294|57211516485|,Conceptualizing stable states in origami-based devices using an energy visualization approach,2019,Proceedings of the ASME Design Engineering Technical Conference,5B-2019,,394,,Engineering| Industrial engineering| Appropriate techniques| Case-studies| Design considerations| Four-group| Integration method| Non-differentiable| Stable state| Design,Conference Paper,318
Butler J| Pehrson N| Magleby S.,57192710054|57188833818|6701720294|,Thick folding through regionally-sandwiched compliant sheets,2019,Proceedings of the ASME Design Engineering Technical Conference,5B-2019,,503,,Design| Strain energy| Fold mechanisms| Parasitic motion| Physical model| Self-deployment| Spring steel| Rhenium alloys,Conference Paper,319
Hunter J.G| Mattson C.A| Magleby S.P.,57212351059|7004300863|6701720294|,Benefits of a short-term engineering study abroad: A survey of students over the past 15 years,2019,Proceedings of the ASME Design Engineering Technical Conference,3,,72,,Curricula| Design| Engineering education| Product development| Surveys| Global product development| Graduate studies| Mixed method| Product development organizations| Short term| Study abroad| Time-periods| Students,Conference Paper,320
Andrews D.W| Avila A| Butler J| Magleby S.P| Howell L.L.,57212341630|57208598187|57192710054|6701720294|57211516485|,Kirigami-based deployable transcrease hard stop models usable in origami patterns,2019,Proceedings of the ASME Design Engineering Technical Conference,5B-2019,,424,,Design| Flat sheets| Four-bar linkage| Model parameters| Motion of individual| Self-interferences| Stop model| Thin materials| Dihedral angle,Conference Paper,321
Brown T| Hope S| Jensen B.D.,57212277900|57188667076|7403218372|,Fabrication and testing of a MEMS system for injection of DNA into plant cells,2019,Proceedings of the ASME Design Engineering Technical Conference,4,,52,,Design| DNA| Fabrication| Life cycle| MEMS| Nanosystems| Arabidopsis| MEMS systems| Nanoinjection| Optimal force| Physical damages| Plant cells| Plant leaves| Plants (botany),Conference Paper,322
Stringham B.J| Mattson C.A| Smith D.O| Dahlin E.C.,57200534297|7004300863|57214773567|8421746800|,Machine learning for evaluating the social impact of engineered products: A framework,2019,Proceedings of the ASME Design Engineering Technical Conference,2B-2019,,258,,Computer aided design| Deep learning| Engineering education| Machine learning| Product design| Pumps| Remote sensing| Digital technologies| Engineered products| Human interactions| Learning models| Low fidelities| Low-frequency data| Remote sensors| Single snapshots| Economic and social effects,Conference Paper,323
Cunningham A| Jensen B.D.,57212136375|7403218372|,Simulation of a micro-electro-mechanical system for generating electrical power from pressurized gas,2019,Proceedings of the ASME Design Engineering Technical Conference,4,,544,,Design| Energy harvesting| Life cycle| Mechanics| Nanosystems| Design parameters| Electrical power| Energy scavenging| Micro electromechanical system (MEMS)| Micro electro mechanical system| Non-linear springs| Optimized designs| Pressurized gas| MEMS,Conference Paper,324
Ottosson H.J| Naylor T.A| Johnson O.K| Mattson C.A.,57192943554|57212271263|35409277700|7004300863|,Establishing baseline performance for off-the-shelf nitrile seals for the India Mark II hand pump system,2019,Proceedings of the ASME Design Engineering Technical Conference,2B-2019,,638,Clean water| Cup seal| Design for the developing world| Engineering for global development| Hand pump| India Mark| Village Drill,Computer aided design| Cyanides| Developing countries| Geometry| Groundwater| Potable water| Pumps| Base-line performance| Clean waters| Developing world| Geometric variations| Global development| India Mark| Material degradation| Material variation| Seals,Conference Paper,325
Taysom B.S| Sorensen C.D.,57190228554|7102879142|,Advances in Signal Processing for Friction Stir Welding Temperature Control,2019,"Minerals, Metals and Materials Series",,,438,Friction stir welding| Signal processing| Temperature control,Delay control systems| Friction| Research laboratories| Signal processing| Temperature control| Time delay| Accurate measurement| Least squares fitting| Least-squares approach| Optimal controls| Reducing noise| Temperature derivatives| Temperature fluctuation| Tool temperatures| Friction stir welding,Conference Paper,326
Martin R.A| Gates N.S| Ning A| Hedengren J.D.,57111140800|56798055200|8621794000|9277159100|,Dynamic optimization of high-altitude solar aircraft trajectories under station-keeping constraints,2019,"Journal of Guidance, Control, and Dynamics",42,3,210,,Antennas| Model predictive control| Potential energy| Predictive control systems| Solar energy| Unmanned aerial vehicles (UAV)| Aircraft surface| Dynamic optimization| Flight conditions| Nonlinear model predictive control| Optimal trajectories| Simulated flight| System constraints| Vehicle orientation| Secondary batteries,Article,327
Sadler J.E| Day R.D| Bronson P.G| Tovar J.L| Salmon J.L.,57197737083|57205761514|57205766759|57205762398|56830076500|,A neutral XML design framework for generating parametric parts in multiple CAD systems,2019,Computer-Aided Design and Applications,16,5,400,Design intent| Neutral format| Parametric design| XML,User interfaces| Wings| XML| Design frameworks| Design intent| Design standard| Engineering companies| Multiple CAD systems| Multiple systems| Neutral format| Parametric design| Computer aided design,Article,328
Tree D.R| Tobiasson J.R| Egbert S.C| Adams B.R.,7004511126|57200687939|57200688910|7202518970|,Measurement of radiative gas and particle emissions in biomass flames,2019,Proceedings of the Combustion Institute,37,4,851,FTIR| Particle combustion| Radiation| Temperature,Carbon dioxide| Coal combustion| Coal fired boilers| Electromagnetic wave emission| Fourier transform infrared spectroscopy| Heat radiation| Heat transfer| Natural gas| Optical fibers| Particle size| Soot| Temperature| Water vapor| Biomass-fired boilers| Design and operations| Fourier transform infrared spectrometer| FTIR| High temperature and pressure| Measurement techniques| Particle concentrations| Particle temperature| Gas emissions,Article,329
Gong H| Woolley A.T| Nordin G.P.,57031187500|7006111578|7005636820|,3D printed selectable dilution mixer pumps,2019,Biomicrofluidics,13,1,762,,Dilution| Mixers (machinery)| Pixels| Pumps| Active mixers| Active valves| Device operations| Dilution ratio| Inlet channels| Integrated structure| Relative concentration| Separate interfaces| 3D printers,Article,330
Johnson B.I| Avval T.G| Hodges G.T| Carver V| Membreno K| Allred D.D| Linford M.R.,57089497400|57209912956|57209911428|57211503118|57211500187|7006120837|7004234161|,Using ellipsometry and X-ray photoelectron spectroscopy for real-time monitoring of the oxidation of aluminum mirrors protected by ultrathin MgF2 layers,2019,Proceedings of SPIE - The International Society for Optical Engineering,11116,,381,Aluminum mirror coatings| FUV| Lifetime| Magnesium fluoride| Oxidation| Quality assurance| Spectroscopic ellipsometry| XPS,Alumina| Aluminum coatings| Aluminum oxide| Binding energy| Chemical shift| Deposition| Electron emission| Magnesium compounds| Mirrors| Optical constants| Oxidation| Photoelectrons| Photons| Quality assurance| Spectroscopic ellipsometry| Ultrathin films| X ray photoelectron spectroscopy| Aluminum mirrors| Appropriate models| Deposition chambers| Deposition conditions| Empirical formulas| Lifetime| Magnesium fluoride| Real time monitoring| Fluorine compounds,Conference Paper,331
Nordin G.P| Gong H| Viglione M| Hooper K| Woolley A.T.,7005636820|57031187500|57209538650|57209530205|7006111578|,3D printing for lab-on-a-chip devices with 20 μm channels,2019,Proceedings of SPIE - The International Society for Optical Engineering,10932,,776,3D printing| Lab on a chip| Microfluidics| Stereolithography,Fabrication| Fluidic devices| Integrated circuit interconnects| Lab-on-a-chip| Microfluidics| Stereolithography| 3-D printing| Active elements| Application area| Commercial tools| Fabrication process| High density interconnects| Lab-on-a-chip devices| Micro-fluidic devices| 3D printers,Conference Paper,332
Baker N.F| Stanley A.P.J| Thomas J.J| Ning A| Dykes K.,57215116223|57191952713|57188658434|8621794000|36682113800|,Best practices for wake model and optimization algorithm selection in wind farm layout optimization,2019,AIAA Scitech 2019 Forum,,,301,,Aviation| Economic and social effects| Electric utilities| Nonlinear programming| Wind power| Annual energy productions| Computational optimization| Gradient-based optimization method| Optimization method| Optimization strategy| Sparse nonlinear| Wind farm layout optimizations| Wind farm layouts| Wakes,Conference Paper,333
Thomas J.J| Annoni J| Fleming P| Ning A.,57188658434|56245452300|35310092900|8621794000|,Comparison of wind farm layout optimization results using a simple wake model and gradient-based optimization to large-eddy simulations,2019,AIAA Scitech 2019 Forum,,,493,,Aviation| Electric utilities| Wakes| Wind power| Annual energy productions| Design spaces| Gradient based| Gradient-based optimization| Power production| Simplifying assumptions| Wake model| Wind farm layout optimizations| Large eddy simulation,Conference Paper,334
Thorum A| Page L| Munro T| Allred D| Hua Z| Hurley D.,57214589312|57215007775|55812232700|7006120837|36126203400|7102843798|,Thermal properties of thin film uranium oxides and thorium oxides,2019,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",8,,503,,Deposition| Film growth| Heat transfer| Nuclear fuels| Nuclear power plants| Substrates| Thermal conductivity of solids| Thermal Engineering| Thermodynamic properties| Thorium compounds| Uranium compounds| Actinide materials| Dc magnetron sputtering| Deposition process| Electron interaction| Measured properties| Thermal characterization| Thermal property measurements| Thin-film measurement| Thin films,Conference Paper,335
Yayoglu Y.E| Gallant N.D| Toomey R| Crane N.B.,57214451592|6603114735|8641604600|7003772744|,Effects of laser ablation parameters to pattern high purity magnesium surfaces,2019,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",2B-2019,,771,Laser ablation| Magnesium| Micro machining,Ablation| Biocompatibility| Corrosion protection| Disintegration| Hydrophobicity| Laser ablation| Laser beam effects| Laser beams| Magnesium| Magnesium alloys| Magnesium printing plates| Metal implants| Micromachining| Microstructure| Biocompatible coatings| Biodegradable implants| Corrosion characteristics| High-purity magnesium| Magnesium and its alloys| Super-hydrophobic surfaces| Uniform microstructure| Wetting characteristics| Wetting,Conference Paper,336
